"NAICS_2","FTE","EventGroup","table"
"55 Management of Companies and Enterprises",0.0300576626942505,"Yellowstone_MA","Indirect & Induced Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.499976989743042,"Yellowstone_MA","Indirect & Induced Impacts"
"61 Educational Services",0.0798016292897461,"Yellowstone_MA","Indirect & Induced Impacts"
"62 Health Care and Social Assistance",0.39081316847571,"Yellowstone_MA","Indirect & Induced Impacts"
"71 Arts, Entertainment, and Recreation",1.34562428331968,"Yellowstone_MA","Indirect & Induced Impacts"
"72 Accommodation and Food Services",0.306199008723521,"Yellowstone_MA","Indirect & Induced Impacts"
"81 Other Services (except Public Administration)",0.263411435348015,"Yellowstone_MA","Indirect & Induced Impacts"
"9A Government Enterprises",0.0330252626385696,"Yellowstone_MA","Indirect & Induced Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.000353768684354808,"Yellowstone","All Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.000102132384061237,"Yellowstone","All Impacts"
"22 Utilities",0.00176628978757225,"Yellowstone","All Impacts"
"23 Construction",0.00425547194843035,"Yellowstone","All Impacts"
"31-33 Manufacturing",0.0022443702665237,"Yellowstone","All Impacts"
"42 Wholesale Trade",0.00903261321118456,"Yellowstone","All Impacts"
"44-45 Retail Trade",0.035433667086531,"Yellowstone","All Impacts"
"48-49 Transportation and Warehousing",0.0303194065397773,"Yellowstone","All Impacts"
"51 Information",0.929661049495228,"Yellowstone","All Impacts"
"52 Finance and Insurance",0.0507197084235876,"Yellowstone","All Impacts"
"53 Real Estate and Rental and Leasing",0.0578599852560347,"Yellowstone","All Impacts"
"54 Professional, Scientific, and Technical Services",0.0508980872005442,"Yellowstone","All Impacts"
"55 Management of Companies and Enterprises",0.0032940777503446,"Yellowstone","All Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.053769169597003,"Yellowstone","All Impacts"
"61 Educational Services",0.00810065634665691,"Yellowstone","All Impacts"
"62 Health Care and Social Assistance",0.0426534342482882,"Yellowstone","All Impacts"
"71 Arts, Entertainment, and Recreation",0.1478323701446,"Yellowstone","All Impacts"
"72 Accommodation and Food Services",0.0334569101915037,"Yellowstone","All Impacts"
"81 Other Services (except Public Administration)",0.0287660305342459,"Yellowstone","All Impacts"
"9A Government Enterprises",0.003373066883265,"Yellowstone","All Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.000353768684354808,"Yellowstone","Indirect & Induced Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.000102132384061237,"Yellowstone","Indirect & Induced Impacts"
"22 Utilities",0.00176628978757225,"Yellowstone","Indirect & Induced Impacts"
"23 Construction",0.00425547194843035,"Yellowstone","Indirect & Induced Impacts"
"31-33 Manufacturing",0.0022443702665237,"Yellowstone","Indirect & Induced Impacts"
"42 Wholesale Trade",0.00903261321118456,"Yellowstone","Indirect & Induced Impacts"
"44-45 Retail Trade",0.035433667086531,"Yellowstone","Indirect & Induced Impacts"
"48-49 Transportation and Warehousing",0.0303194065397773,"Yellowstone","Indirect & Induced Impacts"
"51 Information",0.136985288695593,"Yellowstone","Indirect & Induced Impacts"
"52 Finance and Insurance",0.0507197084235876,"Yellowstone","Indirect & Induced Impacts"
"53 Real Estate and Rental and Leasing",0.0578599852560347,"Yellowstone","Indirect & Induced Impacts"
"54 Professional, Scientific, and Technical Services",0.0508980872005442,"Yellowstone","Indirect & Induced Impacts"
"55 Management of Companies and Enterprises",0.0032940777503446,"Yellowstone","Indirect & Induced Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.053769169597003,"Yellowstone","Indirect & Induced Impacts"
"61 Educational Services",0.00810065634665691,"Yellowstone","Indirect & Induced Impacts"
"62 Health Care and Social Assistance",0.0426534342482882,"Yellowstone","Indirect & Induced Impacts"
"71 Arts, Entertainment, and Recreation",0.1478323701446,"Yellowstone","Indirect & Induced Impacts"
"72 Accommodation and Food Services",0.0334569101915037,"Yellowstone","Indirect & Induced Impacts"
"81 Other Services (except Public Administration)",0.0287660305342459,"Yellowstone","Indirect & Induced Impacts"
"9A Government Enterprises",0.003373066883265,"Yellowstone","Indirect & Induced Impacts"
